Jahr,Profs,StudierendeGesamt,Drittmitteleinnahmen,Zitationen,ExzGefoerdertDummy_U,ExzDreiFLDummy_U,LuFid,EinheitlicheID
2016,18,840,3292.953519378846,1920,gefoerdert,nicht gefoerdert,39,75
2017,17,865,3377.063021533093,2081,gefoerdert,nicht gefoerdert,39,75
2018,18,878,4239.732637230145,2109,gefoerdert,nicht gefoerdert,39,75
2016,13,2248,486.593122108379,140,gefoerdert,nicht gefoerdert,17,75
2017,15,2387,589.5562760451024,170,gefoerdert,nicht gefoerdert,17,75
2018,15,2457,629.5362410779748,190,gefoerdert,nicht gefoerdert,17,75
2016,,,,,gefoerdert,nicht gefoerdert,46,75
2017,,,,,gefoerdert,nicht gefoerdert,46,75
2018,,,,,gefoerdert,nicht gefoerdert,46,75
2016,6,821,326.7104221432839,28,gefoerdert,nicht gefoerdert,49,75
2017,6,830,271.5242460698121,27,gefoerdert,nicht gefoerdert,49,75
2018,5,811,497.2914477955125,49,gefoerdert,nicht gefoerdert,49,75
2016,,,,,gefoerdert,nicht gefoerdert,41,75
2017,,,,,gefoerdert,nicht gefoerdert,41,75
2018,,0,,,gefoerdert,nicht gefoerdert,41,75
2016,10,107,293.0828641248999,108,gefoerdert,nicht gefoerdert,38,75
2017,10,109,405.5004625635811,126,gefoerdert,nicht gefoerdert,38,75
2018,9,98,476.2505239396284,209,gefoerdert,nicht gefoerdert,38,75
2016,8,739,451.1647996617374,114,gefoerdert,nicht gefoerdert,48,75
2017,9,757,294.1088732946451,127,gefoerdert,nicht gefoerdert,48,75
2018,9,785,453.8337961094489,156,gefoerdert,nicht gefoerdert,48,75
2016,,,,5,gefoerdert,nicht gefoerdert,47,75
2017,,,,6,gefoerdert,nicht gefoerdert,47,75
2018,,,,6,gefoerdert,nicht gefoerdert,47,75
2016,20,1991,310.0558658985338,35,gefoerdert,nicht gefoerdert,42,75
2017,21,2019,525.6321968598807,38,gefoerdert,nicht gefoerdert,42,75
2018,22,2049,758.5729915347674,37,gefoerdert,nicht gefoerdert,42,75
2016,,,,30,gefoerdert,nicht gefoerdert,53,75
2017,,,,42,gefoerdert,nicht gefoerdert,53,75
2018,,,,36,gefoerdert,nicht gefoerdert,53,75
2016,17,2755,543.800737563964,817,gefoerdert,nicht gefoerdert,56,75
2017,17,2795,580.4272482838933,826,gefoerdert,nicht gefoerdert,56,75
2018,17,2709,715.6410187815761,912,gefoerdert,nicht gefoerdert,56,75
2016,,5,,,gefoerdert,nicht gefoerdert,33,75
2017,,17,,,gefoerdert,nicht gefoerdert,33,75
2018,,20,,,gefoerdert,nicht gefoerdert,33,75
2016,14,1599,184.3175053236269,516,gefoerdert,nicht gefoerdert,32,75
2017,14,1631,136.8316622367072,528,gefoerdert,nicht gefoerdert,32,75
2018,14,1661,366.9553223479872,507,gefoerdert,nicht gefoerdert,32,75
2016,2,102,1479.884540013544,181,gefoerdert,nicht gefoerdert,25,75
2017,2,118,551.3266015926288,168,gefoerdert,nicht gefoerdert,25,75
2018,2,123,2826.557604887984,160,gefoerdert,nicht gefoerdert,25,75
2016,16,350,3510.722637801177,12549,gefoerdert,nicht gefoerdert,37,75
2017,18,390,4415.752051075504,11982,gefoerdert,nicht gefoerdert,37,75
2018,17,399,4786.009167460889,12934,gefoerdert,nicht gefoerdert,37,75
2016,14,614,4645.354599133679,4969,gefoerdert,nicht gefoerdert,13,75
2017,14,697,4913.405352587814,5528,gefoerdert,nicht gefoerdert,13,75
2018,12,653,4173.093364563729,5688,gefoerdert,nicht gefoerdert,13,75
2016,,,,482,gefoerdert,nicht gefoerdert,35,75
2017,,,,548,gefoerdert,nicht gefoerdert,35,75
2018,,,,562,gefoerdert,nicht gefoerdert,35,75
2016,20,1059,3287.013900766047,11723,gefoerdert,nicht gefoerdert,12,75
2017,20,1027,2898.261709597936,12224,gefoerdert,nicht gefoerdert,12,75
2018,21,995,3720.343313341764,13281,gefoerdert,nicht gefoerdert,12,75
2016,,,,2373,gefoerdert,nicht gefoerdert,21,75
2017,,,,2668,gefoerdert,nicht gefoerdert,21,75
2018,,,,3061,gefoerdert,nicht gefoerdert,21,75
2016,5,979,519.4133850503717,108,gefoerdert,nicht gefoerdert,20,75
2017,5,939,866.6129988485459,103,gefoerdert,nicht gefoerdert,20,75
2018,6,769,735.3762602673879,96,gefoerdert,nicht gefoerdert,20,75
2016,,,,,gefoerdert,nicht gefoerdert,1,75
2017,,,,,gefoerdert,nicht gefoerdert,1,75
2018,,,,,gefoerdert,nicht gefoerdert,1,75
2016,3,,1170.953448614461,,gefoerdert,nicht gefoerdert,30,75
2017,3,,975.5736522169751,,gefoerdert,nicht gefoerdert,30,75
2018,3,,984.6838202215862,,gefoerdert,nicht gefoerdert,30,75
2016,20,1539,3919.639544486058,1878,gefoerdert,nicht gefoerdert,2,75
2017,21,1506,4238.526060409472,2075,gefoerdert,nicht gefoerdert,2,75
2018,21,1592,3945.420006050774,2222,gefoerdert,nicht gefoerdert,2,75
2016,,,,133,gefoerdert,nicht gefoerdert,19,75
2017,,,,160,gefoerdert,nicht gefoerdert,19,75
2018,,,,182,gefoerdert,nicht gefoerdert,19,75
2016,9,1747,1235.588428823766,933,gefoerdert,nicht gefoerdert,16,75
2017,9,1859,922.3870139725938,1075,gefoerdert,nicht gefoerdert,16,75
2018,8,1862,888.175815575594,1041,gefoerdert,nicht gefoerdert,16,75
2016,,,,9,gefoerdert,nicht gefoerdert,55,75
2017,,,,9,gefoerdert,nicht gefoerdert,55,75
2018,,,,16,gefoerdert,nicht gefoerdert,55,75
2016,,,,7,gefoerdert,nicht gefoerdert,9,75
2017,,,,6,gefoerdert,nicht gefoerdert,9,75
2018,,,,4,gefoerdert,nicht gefoerdert,9,75
2016,,151,,2085,gefoerdert,nicht gefoerdert,31,75
2017,,144,,2666,gefoerdert,nicht gefoerdert,31,75
2018,,143,,3091,gefoerdert,nicht gefoerdert,31,75
2016,,41,,123,gefoerdert,nicht gefoerdert,15,75
2017,,41,,94,gefoerdert,nicht gefoerdert,15,75
2018,,35,,108,gefoerdert,nicht gefoerdert,15,75
2016,,,,11,gefoerdert,nicht gefoerdert,51,75
2017,,,,5,gefoerdert,nicht gefoerdert,51,75
2018,,,,11,gefoerdert,nicht gefoerdert,51,75
2016,,,,1,gefoerdert,nicht gefoerdert,6,75
2017,,,,1,gefoerdert,nicht gefoerdert,6,75
2018,,,,2,gefoerdert,nicht gefoerdert,6,75
2016,,,,54,gefoerdert,nicht gefoerdert,40,75
2017,,,,61,gefoerdert,nicht gefoerdert,40,75
2018,,,,68,gefoerdert,nicht gefoerdert,40,75
2016,,,,35,gefoerdert,nicht gefoerdert,8,75
2017,,,,28,gefoerdert,nicht gefoerdert,8,75
2018,,,,31,gefoerdert,nicht gefoerdert,8,75
2016,7,289,4.791433806388566,,gefoerdert,nicht gefoerdert,29,75
2017,7,297,50.81793111994144,,gefoerdert,nicht gefoerdert,29,75
2018,7,276,55.86476046803105,,gefoerdert,nicht gefoerdert,29,75
2016,,,,,gefoerdert,nicht gefoerdert,11,75
2017,,,,,gefoerdert,nicht gefoerdert,11,75
2018,,,,,gefoerdert,nicht gefoerdert,11,75
2016,,,,1,gefoerdert,nicht gefoerdert,24,75
2017,,,,2,gefoerdert,nicht gefoerdert,24,75
2018,,,,4,gefoerdert,nicht gefoerdert,24,75
2016,3,209,190.605220389678,,gefoerdert,nicht gefoerdert,14,75
2017,5,229,208.6431812014724,2,gefoerdert,nicht gefoerdert,14,75
2018,4,236,189.4466770354041,2,gefoerdert,nicht gefoerdert,14,75
2016,4,208,32.29888191194017,1,gefoerdert,nicht gefoerdert,34,75
2017,4,178,8.649588721238265,2,gefoerdert,nicht gefoerdert,34,75
2018,4,172,146.4464063333204,2,gefoerdert,nicht gefoerdert,34,75
2016,2,365,83.92458298833373,,nicht gefoerdert,nicht gefoerdert,50,80
2017,2,396,306.4803309092965,,nicht gefoerdert,nicht gefoerdert,50,80
2018,6,392,501.034137002072,,nicht gefoerdert,nicht gefoerdert,50,80
2016,13,468,154.4841716515525,2,nicht gefoerdert,nicht gefoerdert,18,80
2017,15,425,165.8170234018338,1,nicht gefoerdert,nicht gefoerdert,18,80
2018,14,351,215.085803835098,2,nicht gefoerdert,nicht gefoerdert,18,80
2016,,13,,2,nicht gefoerdert,nicht gefoerdert,27,80
2017,,15,,1,nicht gefoerdert,nicht gefoerdert,27,80
2018,,9,,2,nicht gefoerdert,nicht gefoerdert,27,80
2016,4,420,81.26257073558368,20,nicht gefoerdert,nicht gefoerdert,36,80
2017,4,400,120.3696206326267,26,nicht gefoerdert,nicht gefoerdert,36,80
2018,5,351,246.0788398936501,30,nicht gefoerdert,nicht gefoerdert,36,80
2016,10,1206,2445.445026803908,33,nicht gefoerdert,nicht gefoerdert,23,80
2017,10,1089,2444.256195136332,31,nicht gefoerdert,nicht gefoerdert,23,80
2018,11,944,814.8995892873987,41,nicht gefoerdert,nicht gefoerdert,23,80
2016,,,,15,nicht gefoerdert,nicht gefoerdert,10,80
2017,,,,19,nicht gefoerdert,nicht gefoerdert,10,80
2018,,,,29,nicht gefoerdert,nicht gefoerdert,10,80
2016,,460,,4,nicht gefoerdert,nicht gefoerdert,3,80
2017,,420,,,nicht gefoerdert,nicht gefoerdert,3,80
2018,2,394,,5,nicht gefoerdert,nicht gefoerdert,3,80
2016,2,96,29.79795004622959,,nicht gefoerdert,nicht gefoerdert,4,80
2017,2,84,57.40530601692173,2,nicht gefoerdert,nicht gefoerdert,4,80
2018,2,68,50.03458236640978,1,nicht gefoerdert,nicht gefoerdert,4,80
2016,20,1239,1307.859395815261,35,nicht gefoerdert,nicht gefoerdert,22,80
2017,20,1108,1314.083228400988,48,nicht gefoerdert,nicht gefoerdert,22,80
2018,18,963,1507.778811742143,25,nicht gefoerdert,nicht gefoerdert,22,80
2016,5,554,.1052141508608676,35,nicht gefoerdert,nicht gefoerdert,5,80
2017,5,480,83.14821289779104,48,nicht gefoerdert,nicht gefoerdert,5,80
2018,5,445,128.0356870854342,25,nicht gefoerdert,nicht gefoerdert,5,80
2016,3,257,44.35568015335981,35,nicht gefoerdert,nicht gefoerdert,44,80
2017,4,207,10.77127151199068,48,nicht gefoerdert,nicht gefoerdert,44,80
2018,4,168,32.81632460152662,25,nicht gefoerdert,nicht gefoerdert,44,80
2016,,0,,35,nicht gefoerdert,nicht gefoerdert,45,80
2017,,0,,48,nicht gefoerdert,nicht gefoerdert,45,80
2018,,0,,25,nicht gefoerdert,nicht gefoerdert,45,80
2016,3,285,2700.340796468799,35,nicht gefoerdert,nicht gefoerdert,7,80
2017,3,277,1992.812481981146,48,nicht gefoerdert,nicht gefoerdert,7,80
2018,3,256,2059.882812014901,25,nicht gefoerdert,nicht gefoerdert,7,80
2016,4,362,397.9469171151002,3,nicht gefoerdert,nicht gefoerdert,28,80
2017,4,311,124.0713637696075,5,nicht gefoerdert,nicht gefoerdert,28,80
2018,4,269,149.1143729471905,13,nicht gefoerdert,nicht gefoerdert,28,80
2016,19,976,2602.112611827656,2703,nicht gefoerdert,nicht gefoerdert,39,80
2017,19,1029,2632.447294018604,3027,nicht gefoerdert,nicht gefoerdert,39,80
2018,19,973,3871.41590818679,3205,nicht gefoerdert,nicht gefoerdert,39,80
2016,13,945,795.7681836431811,132,nicht gefoerdert,nicht gefoerdert,17,80
2017,13,903,421.2287420880047,123,nicht gefoerdert,nicht gefoerdert,17,80
2018,14,876,859.5604969877372,145,nicht gefoerdert,nicht gefoerdert,17,80
2016,,,,,nicht gefoerdert,nicht gefoerdert,46,80
2017,,,,,nicht gefoerdert,nicht gefoerdert,46,80
2018,,,,,nicht gefoerdert,nicht gefoerdert,46,80
2016,5,497,327.4003637768012,16,nicht gefoerdert,nicht gefoerdert,49,80
2017,3,642,93.63403738424229,14,nicht gefoerdert,nicht gefoerdert,49,80
2018,5,702,120.8189618970989,11,nicht gefoerdert,nicht gefoerdert,49,80
2016,,51,,,nicht gefoerdert,nicht gefoerdert,41,80
2017,,39,,,nicht gefoerdert,nicht gefoerdert,41,80
2018,,39,,,nicht gefoerdert,nicht gefoerdert,41,80
2016,5,,,,nicht gefoerdert,nicht gefoerdert,43,80
2017,5,,,,nicht gefoerdert,nicht gefoerdert,43,80
2018,6,,,,nicht gefoerdert,nicht gefoerdert,43,80
2016,9,686,214.773749933882,86,nicht gefoerdert,nicht gefoerdert,38,80
2017,9,673,487.879244391732,88,nicht gefoerdert,nicht gefoerdert,38,80
2018,9,720,600.2442229571451,112,nicht gefoerdert,nicht gefoerdert,38,80
2016,10,972,384.3165846666055,117,nicht gefoerdert,nicht gefoerdert,48,80
2017,9,985,225.1070516265657,154,nicht gefoerdert,nicht gefoerdert,48,80
2018,9,1071,322.4229206458457,159,nicht gefoerdert,nicht gefoerdert,48,80
2016,,,,9,nicht gefoerdert,nicht gefoerdert,47,80
2017,,,,12,nicht gefoerdert,nicht gefoerdert,47,80
2018,,,,16,nicht gefoerdert,nicht gefoerdert,47,80
2016,18,2180,178.5046596854964,19,nicht gefoerdert,nicht gefoerdert,42,80
2017,18,2252,196.9441852613831,30,nicht gefoerdert,nicht gefoerdert,42,80
2018,18,2160,280.1703074943052,33,nicht gefoerdert,nicht gefoerdert,42,80
2016,,,,29,nicht gefoerdert,nicht gefoerdert,53,80
2017,,,,43,nicht gefoerdert,nicht gefoerdert,53,80
2018,,,,30,nicht gefoerdert,nicht gefoerdert,53,80
2016,20,1833,881.5744637337838,337,nicht gefoerdert,nicht gefoerdert,56,80
2017,20,1834,638.2149768291362,386,nicht gefoerdert,nicht gefoerdert,56,80
2018,20,1686,609.6841211106614,486,nicht gefoerdert,nicht gefoerdert,56,80
2016,,,,,nicht gefoerdert,nicht gefoerdert,33,80
2017,,,,,nicht gefoerdert,nicht gefoerdert,33,80
2018,,,,,nicht gefoerdert,nicht gefoerdert,33,80
2016,11,1052,150.8780253774907,327,nicht gefoerdert,nicht gefoerdert,32,80
2017,10,1003,335.1482031624072,380,nicht gefoerdert,nicht gefoerdert,32,80
2018,10,826,135.9308806152962,353,nicht gefoerdert,nicht gefoerdert,32,80
2016,10,1423,649.4720856305557,329,nicht gefoerdert,nicht gefoerdert,25,80
2017,10,1527,598.7621422097826,331,nicht gefoerdert,nicht gefoerdert,25,80
2018,10,1426,1350.981310327842,427,nicht gefoerdert,nicht gefoerdert,25,80
2016,14,574,4232.718753319654,7220,nicht gefoerdert,nicht gefoerdert,37,80
2017,13,599,5904.801684998593,7364,nicht gefoerdert,nicht gefoerdert,37,80
2018,13,545,4324.280040704636,7567,nicht gefoerdert,nicht gefoerdert,37,80
2016,19,907,2882.059619197256,12992,nicht gefoerdert,nicht gefoerdert,13,80
2017,18,806,2917.850811766526,13813,nicht gefoerdert,nicht gefoerdert,13,80
2018,19,702,3589.267853342085,14026,nicht gefoerdert,nicht gefoerdert,13,80
2016,16,1148,1846.398493736638,383,nicht gefoerdert,nicht gefoerdert,35,80
2017,16,1198,1387.918568164149,482,nicht gefoerdert,nicht gefoerdert,35,80
2018,16,1208,1433.807073476509,484,nicht gefoerdert,nicht gefoerdert,35,80
2016,20,1151,3918.246533545753,11351,nicht gefoerdert,nicht gefoerdert,12,80
2017,18,1167,4180.800763067049,12008,nicht gefoerdert,nicht gefoerdert,12,80
2018,20,1129,4018.021342749634,12837,nicht gefoerdert,nicht gefoerdert,12,80
2016,0,0,,910,nicht gefoerdert,nicht gefoerdert,21,80
2017,0,0,,922,nicht gefoerdert,nicht gefoerdert,21,80
2018,0,,,1139,nicht gefoerdert,nicht gefoerdert,21,80
2016,11,539,1407.57731563873,124,nicht gefoerdert,nicht gefoerdert,20,80
2017,10,511,1942.628516551469,147,nicht gefoerdert,nicht gefoerdert,20,80
2018,10,524,1826.920030340988,127,nicht gefoerdert,nicht gefoerdert,20,80
2016,,,,,nicht gefoerdert,nicht gefoerdert,30,80
2017,,,,,nicht gefoerdert,nicht gefoerdert,30,80
2018,,,,,nicht gefoerdert,nicht gefoerdert,30,80
2016,,,,383,nicht gefoerdert,nicht gefoerdert,2,80
2017,,,,454,nicht gefoerdert,nicht gefoerdert,2,80
2018,,,,494,nicht gefoerdert,nicht gefoerdert,2,80
2016,,,,109,nicht gefoerdert,nicht gefoerdert,19,80
2017,,,,145,nicht gefoerdert,nicht gefoerdert,19,80
2018,,,,136,nicht gefoerdert,nicht gefoerdert,19,80
2016,,,,282,nicht gefoerdert,nicht gefoerdert,16,80
2017,,,,348,nicht gefoerdert,nicht gefoerdert,16,80
2018,,,,412,nicht gefoerdert,nicht gefoerdert,16,80
2016,,,,18,nicht gefoerdert,nicht gefoerdert,55,80
2017,,,,9,nicht gefoerdert,nicht gefoerdert,55,80
2018,,,,13,nicht gefoerdert,nicht gefoerdert,55,80
2016,,,,7,nicht gefoerdert,nicht gefoerdert,9,80
2017,,,,5,nicht gefoerdert,nicht gefoerdert,9,80
2018,,,,3,nicht gefoerdert,nicht gefoerdert,9,80
2016,,,,1951,nicht gefoerdert,nicht gefoerdert,31,80
2017,,,,2335,nicht gefoerdert,nicht gefoerdert,31,80
2018,,,,2437,nicht gefoerdert,nicht gefoerdert,31,80
2016,,,,207,nicht gefoerdert,nicht gefoerdert,15,80
2017,,,,310,nicht gefoerdert,nicht gefoerdert,15,80
2018,,,,271,nicht gefoerdert,nicht gefoerdert,15,80
2016,,,,9,nicht gefoerdert,nicht gefoerdert,51,80
2017,,,,17,nicht gefoerdert,nicht gefoerdert,51,80
2018,,,,4,nicht gefoerdert,nicht gefoerdert,51,80
2016,,,,,nicht gefoerdert,nicht gefoerdert,6,80
2017,,,,,nicht gefoerdert,nicht gefoerdert,6,80
2018,,,,1,nicht gefoerdert,nicht gefoerdert,6,80
2016,,,,101,nicht gefoerdert,nicht gefoerdert,40,80
2017,,,,83,nicht gefoerdert,nicht gefoerdert,40,80
2018,,,,120,nicht gefoerdert,nicht gefoerdert,40,80
2016,,,,23,nicht gefoerdert,nicht gefoerdert,8,80
2017,,,,27,nicht gefoerdert,nicht gefoerdert,8,80
2018,,,,26,nicht gefoerdert,nicht gefoerdert,8,80
2016,5,538,189.9236469374988,,nicht gefoerdert,nicht gefoerdert,29,80
2017,5,453,252.2973342245593,,nicht gefoerdert,nicht gefoerdert,29,80
2018,5,438,302.7316936984688,,nicht gefoerdert,nicht gefoerdert,29,80
2016,7,35,.0297951596997379,,nicht gefoerdert,nicht gefoerdert,11,80
2017,6,38,1.396157385886309,,nicht gefoerdert,nicht gefoerdert,11,80
2018,1,44,.9004067882185608,,nicht gefoerdert,nicht gefoerdert,11,80
2016,,,,4,nicht gefoerdert,nicht gefoerdert,24,80
2017,,,,3,nicht gefoerdert,nicht gefoerdert,24,80
2018,,,,4,nicht gefoerdert,nicht gefoerdert,24,80
2016,,,,,nicht gefoerdert,nicht gefoerdert,14,80
2017,,,,,nicht gefoerdert,nicht gefoerdert,14,80
2018,,,,,nicht gefoerdert,nicht gefoerdert,14,80
2016,2,3,7.654562120200963,,nicht gefoerdert,nicht gefoerdert,34,80
2017,2,4,.0247026538868523,1,nicht gefoerdert,nicht gefoerdert,34,80
2018,2,5,6.471786409660952,2,nicht gefoerdert,nicht gefoerdert,34,80
2016,3,274,194.9217812162862,,nicht gefoerdert,nicht gefoerdert,50,120
2017,3,268,132.1326671895627,,nicht gefoerdert,nicht gefoerdert,50,120
2018,2,293,946.2673826077735,,nicht gefoerdert,nicht gefoerdert,50,120
2016,,,,1,nicht gefoerdert,nicht gefoerdert,18,120
2017,,,,1,nicht gefoerdert,nicht gefoerdert,18,120
2018,,,,3,nicht gefoerdert,nicht gefoerdert,18,120
2016,,13,0,1,nicht gefoerdert,nicht gefoerdert,27,120
2017,,12,0,1,nicht gefoerdert,nicht gefoerdert,27,120
2018,,12,0,3,nicht gefoerdert,nicht gefoerdert,27,120
2016,3,180,129.4636930514228,6,nicht gefoerdert,nicht gefoerdert,36,120
2017,3,185,64.09880837450993,5,nicht gefoerdert,nicht gefoerdert,36,120
2018,4,209,29.15089393602989,10,nicht gefoerdert,nicht gefoerdert,36,120
2016,11,406,1525.81934855293,5,nicht gefoerdert,nicht gefoerdert,23,120
2017,12,390,1595.946930454128,8,nicht gefoerdert,nicht gefoerdert,23,120
2018,12,384,1095.212800058828,8,nicht gefoerdert,nicht gefoerdert,23,120
2016,,,,15,nicht gefoerdert,nicht gefoerdert,10,120
2017,,,,20,nicht gefoerdert,nicht gefoerdert,10,120
2018,,,,30,nicht gefoerdert,nicht gefoerdert,10,120
2016,3,76,20.54655440760689,,nicht gefoerdert,nicht gefoerdert,3,120
2017,3,75,-54.64684362952712,2,nicht gefoerdert,nicht gefoerdert,3,120
2018,3,77,112.9085003957267,1,nicht gefoerdert,nicht gefoerdert,3,120
2016,3,57,12.97858484977122,,nicht gefoerdert,nicht gefoerdert,4,120
2017,3,46,35.25983665320528,2,nicht gefoerdert,nicht gefoerdert,4,120
2018,1,49,78.85299171315437,1,nicht gefoerdert,nicht gefoerdert,4,120
2016,11,841,507.5307380395078,10,nicht gefoerdert,nicht gefoerdert,22,120
2017,11,737,650.9633949398852,9,nicht gefoerdert,nicht gefoerdert,22,120
2018,10,686,126.8459370899625,22,nicht gefoerdert,nicht gefoerdert,22,120
2016,7,604,45.06517832611634,10,nicht gefoerdert,nicht gefoerdert,5,120
2017,7,583,64.32296459277494,9,nicht gefoerdert,nicht gefoerdert,5,120
2018,7,558,130.0422838404656,22,nicht gefoerdert,nicht gefoerdert,5,120
2016,5,156,147.3575357507762,10,nicht gefoerdert,nicht gefoerdert,44,120
2017,4,136,136.9039355678788,9,nicht gefoerdert,nicht gefoerdert,44,120
2018,4,139,72.8970088170967,22,nicht gefoerdert,nicht gefoerdert,44,120
2016,2,37,85.30726512077338,10,nicht gefoerdert,nicht gefoerdert,45,120
2017,3,35,256.6294621923411,9,nicht gefoerdert,nicht gefoerdert,45,120
2018,3,31,712.3727541949073,22,nicht gefoerdert,nicht gefoerdert,45,120
2016,4,251,62.48603408316422,10,nicht gefoerdert,nicht gefoerdert,7,120
2017,5,254,43.00457604200037,9,nicht gefoerdert,nicht gefoerdert,7,120
2018,7,248,36.87534259366095,22,nicht gefoerdert,nicht gefoerdert,7,120
2016,1,0,127.263500694235,14,nicht gefoerdert,nicht gefoerdert,28,120
2017,1,,83.11162251706844,12,nicht gefoerdert,nicht gefoerdert,28,120
2018,,,0,8,nicht gefoerdert,nicht gefoerdert,28,120
2016,14,1176,1487.514843820293,1598,nicht gefoerdert,nicht gefoerdert,39,120
2017,15,1230,1681.42083130116,1728,nicht gefoerdert,nicht gefoerdert,39,120
2018,15,1492,1120.231925181135,1761,nicht gefoerdert,nicht gefoerdert,39,120
2016,8,1021,114.6480482075837,118,nicht gefoerdert,nicht gefoerdert,17,120
2017,8,977,118.1839003129642,124,nicht gefoerdert,nicht gefoerdert,17,120
2018,6,994,100.6397837434864,143,nicht gefoerdert,nicht gefoerdert,17,120
2016,,,,10,nicht gefoerdert,nicht gefoerdert,49,120
2017,,,,12,nicht gefoerdert,nicht gefoerdert,49,120
2018,,,,14,nicht gefoerdert,nicht gefoerdert,49,120
2016,,,,,nicht gefoerdert,nicht gefoerdert,41,120
2017,,,,,nicht gefoerdert,nicht gefoerdert,41,120
2018,,,,,nicht gefoerdert,nicht gefoerdert,41,120
2016,6,466,26.94413382045761,73,nicht gefoerdert,nicht gefoerdert,38,120
2017,5,437,108.3915829031885,89,nicht gefoerdert,nicht gefoerdert,38,120
2018,6,451,143.6553224170802,98,nicht gefoerdert,nicht gefoerdert,38,120
2016,6,730,135.3379858615182,90,nicht gefoerdert,nicht gefoerdert,48,120
2017,4,653,242.9286331874074,103,nicht gefoerdert,nicht gefoerdert,48,120
2018,7,546,204.5657806813709,82,nicht gefoerdert,nicht gefoerdert,48,120
2016,,,,3,nicht gefoerdert,nicht gefoerdert,47,120
2017,,,,,nicht gefoerdert,nicht gefoerdert,47,120
2018,1,,,9,nicht gefoerdert,nicht gefoerdert,47,120
2016,19,2062,512.2141349308872,23,nicht gefoerdert,nicht gefoerdert,42,120
2017,19,2036,426.0805065118174,28,nicht gefoerdert,nicht gefoerdert,42,120
2018,19,1929,152.2271606331382,23,nicht gefoerdert,nicht gefoerdert,42,120
2016,,,,29,nicht gefoerdert,nicht gefoerdert,53,120
2017,,,,32,nicht gefoerdert,nicht gefoerdert,53,120
2018,,,,28,nicht gefoerdert,nicht gefoerdert,53,120
2016,22,1786,784.335173649276,388,nicht gefoerdert,nicht gefoerdert,56,120
2017,20,1639,974.7026308380948,434,nicht gefoerdert,nicht gefoerdert,56,120
2018,20,1427,705.8308500374372,501,nicht gefoerdert,nicht gefoerdert,56,120
2016,,322,,,nicht gefoerdert,nicht gefoerdert,33,120
2017,,306,,,nicht gefoerdert,nicht gefoerdert,33,120
2018,0,319,,,nicht gefoerdert,nicht gefoerdert,33,120
2016,9,375,721.594045005966,152,nicht gefoerdert,nicht gefoerdert,32,120
2017,7,359,1075.161025515487,137,nicht gefoerdert,nicht gefoerdert,32,120
2018,8,337,479.4935590089386,159,nicht gefoerdert,nicht gefoerdert,32,120
2016,6,427,502.9990765924256,142,nicht gefoerdert,nicht gefoerdert,25,120
2017,5,418,225.679779733832,179,nicht gefoerdert,nicht gefoerdert,25,120
2018,6,432,400.8077402716718,135,nicht gefoerdert,nicht gefoerdert,25,120
2016,,,,37,nicht gefoerdert,nicht gefoerdert,37,120
2017,,,,86,nicht gefoerdert,nicht gefoerdert,37,120
2018,,,,80,nicht gefoerdert,nicht gefoerdert,37,120
2016,,,0,100,nicht gefoerdert,nicht gefoerdert,13,120
2017,,,,104,nicht gefoerdert,nicht gefoerdert,13,120
2018,,,,143,nicht gefoerdert,nicht gefoerdert,13,120
2016,,,,69,nicht gefoerdert,nicht gefoerdert,35,120
2017,,,,88,nicht gefoerdert,nicht gefoerdert,35,120
2018,,,,122,nicht gefoerdert,nicht gefoerdert,35,120
2016,1,135,8.961824952772936,1127,nicht gefoerdert,nicht gefoerdert,12,120
2017,1,163,4.75754785807424,1130,nicht gefoerdert,nicht gefoerdert,12,120
2018,0,179,4.493047960863497,1227,nicht gefoerdert,nicht gefoerdert,12,120
2016,6,145,2220.930216532106,899,nicht gefoerdert,nicht gefoerdert,21,120
2017,6,130,3144.993620389702,967,nicht gefoerdert,nicht gefoerdert,21,120
2018,11,134,2427.337788500137,1241,nicht gefoerdert,nicht gefoerdert,21,120
2016,11,375,510.6434173485155,50,nicht gefoerdert,nicht gefoerdert,20,120
2017,10,373,433.5471220118864,83,nicht gefoerdert,nicht gefoerdert,20,120
2018,6,321,531.981376001941,85,nicht gefoerdert,nicht gefoerdert,20,120
2016,,,,269,nicht gefoerdert,nicht gefoerdert,2,120
2017,,,,292,nicht gefoerdert,nicht gefoerdert,2,120
2018,,,,325,nicht gefoerdert,nicht gefoerdert,2,120
2016,,,,47,nicht gefoerdert,nicht gefoerdert,19,120
2017,,,,48,nicht gefoerdert,nicht gefoerdert,19,120
2018,,,,58,nicht gefoerdert,nicht gefoerdert,19,120
2016,,,,64,nicht gefoerdert,nicht gefoerdert,16,120
2017,,,,65,nicht gefoerdert,nicht gefoerdert,16,120
2018,,,,79,nicht gefoerdert,nicht gefoerdert,16,120
2016,,,,6,nicht gefoerdert,nicht gefoerdert,55,120
2017,,,,3,nicht gefoerdert,nicht gefoerdert,55,120
2018,,,,2,nicht gefoerdert,nicht gefoerdert,55,120
2016,,,,,nicht gefoerdert,nicht gefoerdert,9,120
2017,,,,1,nicht gefoerdert,nicht gefoerdert,9,120
2018,,,,,nicht gefoerdert,nicht gefoerdert,9,120
2016,,,,211,nicht gefoerdert,nicht gefoerdert,31,120
2017,,,,270,nicht gefoerdert,nicht gefoerdert,31,120
